sample,mae,sam,psnr,ssim
ROIs1970_fall_s2_3_p803,0.009609637781977654,0.07517144083976746,36.656036376953125,0.941868007183075
ROIs1868_summer_s2_123_p387,0.011709188111126423,0.05210220813751221,34.86735916137695,0.940329909324646
ROIs1868_summer_s2_115_p535,0.03522023931145668,0.11036274582147598,25.86191177368164,0.6816926002502441
ROIs1158_spring_s2_124_p686,0.010985859669744968,0.060083966702222824,36.259857177734375,0.9323729276657104
ROIs1868_summer_s2_102_p440,0.01757964864373207,0.07442715764045715,31.744827270507812,0.8724122047424316
ROIs1158_spring_s2_9_p179,0.014202559366822243,0.0630776584148407,32.55091094970703,0.9105702042579651
ROIs1868_summer_s2_87_p143,0.017294511198997498,0.06586292386054993,31.853134155273438,0.901326596736908
ROIs1158_spring_s2_66_p530,0.018314708024263382,0.049868013709783554,31.849464416503906,0.9670776128768921
ROIs2017_winter_s2_61_p683,0.032242730259895325,0.07812924683094025,26.6104736328125,0.7853696346282959
ROIs1868_summer_s2_114_p324,0.022155774757266045,0.10043524205684662,29.183242797851562,0.8087632656097412
ROIs1970_fall_s2_147_p742,0.013332863338291645,0.0648646280169487,34.271934509277344,0.9157546162605286
ROIs1868_summer_s2_123_p206,0.012122757732868195,0.047990795224905014,34.906028747558594,0.9430938363075256
ROIs2017_winter_s2_25_p513,0.021873094141483307,0.04741649329662323,30.72405242919922,0.9534515738487244
ROIs1970_fall_s2_26_p394,0.02224886417388916,0.07027369737625122,30.041658401489258,0.8151710629463196
ROIs1868_summer_s2_25_p65,0.012652475386857986,0.1222069263458252,33.753028869628906,0.9106996059417725
ROIs2017_winter_s2_108_p731,0.003647328820079565,0.0510278157889843,47.18897247314453,0.9818069934844971
ROIs1158_spring_s2_100_p118,0.017173731699585915,0.09757279604673386,32.11065673828125,0.8727880716323853
ROIs1868_summer_s2_42_p590,0.019261598587036133,0.04219731688499451,31.287235260009766,0.9267104864120483
ROIs1970_fall_s2_122_p331,0.012570548802614212,0.07071903347969055,33.93436813354492,0.9024603962898254
ROIs1868_summer_s2_137_p40,0.02551998943090439,0.10541766881942749,28.214982986450195,0.8077372312545776
ROIs1868_summer_s2_102_p839,0.013537757098674774,0.05624888464808464,33.81925582885742,0.9258925914764404
ROIs1970_fall_s2_135_p674,0.01657937653362751,0.12556885182857513,32.31858825683594,0.883277952671051
ROIs1158_spring_s2_66_p198,0.0265654344111681,0.042767636477947235,29.02659797668457,0.972764790058136
ROIs1970_fall_s2_148_p622,0.0141443544998765,0.10078452527523041,33.10673522949219,0.8712679147720337
ROIs1868_summer_s2_126_p101,0.020840654149651527,0.08169496059417725,29.25397491455078,0.8633183836936951
ROIs1868_summer_s2_127_p695,0.014635609462857246,0.039975814521312714,34.30915069580078,0.9416398406028748
ROIs2017_winter_s2_47_p516,0.011175117455422878,0.04098914563655853,36.065452575683594,0.9676498174667358
ROIs1970_fall_s2_41_p705,0.03577743098139763,0.3922306299209595,28.227584838867188,0.6165332794189453
ROIs2017_winter_s2_49_p574,0.015853887423872948,0.053341060876846313,32.742889404296875,0.931250810623169
ROIs1158_spring_s2_17_p164,0.015654057264328003,0.0797223448753357,32.29667282104492,0.9322575330734253
ROIs1868_summer_s2_15_p341,0.014217368327081203,0.08957354724407196,33.076786041259766,0.9062466621398926
ROIs1868_summer_s2_42_p134,0.01882597804069519,0.050551630556583405,31.31304168701172,0.9217460751533508
ROIs1970_fall_s2_42_p673,0.016363466158509254,0.08163321763277054,32.07781219482422,0.9056653380393982
ROIs1158_spring_s2_21_p50,0.008450109511613846,0.061925359070301056,38.23676681518555,0.966652512550354
ROIs1868_summer_s2_113_p81,0.01077874656766653,0.1332196444272995,37.97593688964844,0.9171836972236633
ROIs1868_summer_s2_133_p360,0.018973175436258316,0.09767620265483856,30.45730972290039,0.851733922958374
ROIs1158_spring_s2_119_p485,0.014138064347207546,0.07581961154937744,33.483299255371094,0.8909342885017395
ROIs1868_summer_s2_121_p532,0.023502126336097717,0.11322233080863953,28.480365753173828,0.784048318862915
ROIs1158_spring_s2_117_p89,0.01446313876658678,0.06716616451740265,33.96651077270508,0.924970805644989
ROIs1970_fall_s2_57_p70,0.015931451693177223,0.07602985203266144,32.89850997924805,0.9499523639678955
