phase,epoch,step,elapsed_s,loss,mae_mirror,mse_mirror,mae,sam,psnr,ssim
train,9,236296,8067.8,0.085837,,,,,,
train,9,236396,8070.7,0.069872,,,,,,
train,9,236496,8073.6,0.071918,,,,,,
train,9,236596,8076.4,0.073213,,,,,,
train,9,236696,8079.3,0.077977,,,,,,
train,9,236796,8082.1,0.073355,,,,,,
train,9,236896,8085.0,0.077780,,,,,,
train,9,236996,8087.9,0.070542,,,,,,
train,9,237096,8090.7,0.077971,,,,,,
train,9,237196,8093.6,0.077168,,,,,,
train,9,237296,8096.4,0.072335,,,,,,
train,9,237396,8099.3,0.075919,,,,,,
train,9,237496,8102.2,0.077173,,,,,,
train,9,237596,8105.0,0.079043,,,,,,
train,9,237696,8107.9,0.068630,,,,,,
train,9,237796,8110.7,0.073425,,,,,,
train,9,237896,8113.6,0.074696,,,,,,
train,9,237996,8116.5,0.074604,,,,,,
train,9,238096,8119.3,0.071426,,,,,,
train,9,238196,8122.2,0.077112,,,,,,
train,9,238296,8125.0,0.075911,,,,,,
train,9,238396,8127.9,0.075112,,,,,,
train,9,238496,8130.8,0.074230,,,,,,
train,9,238596,8133.7,0.077220,,,,,,
train,9,238696,8136.5,0.076873,,,,,,
train,9,238796,8139.4,0.076456,,,,,,
train,9,238896,8142.2,0.072205,,,,,,
train,9,238996,8145.1,0.074368,,,,,,
train,9,239096,8148.0,0.075488,,,,,,
train,9,239196,8150.8,0.078735,,,,,,
train,9,239296,8153.7,0.076348,,,,,,
train,9,239396,8156.5,0.075400,,,,,,
train,9,239496,8159.4,0.071494,,,,,,
train,9,239596,8162.3,0.073471,,,,,,
train,9,239696,8165.1,0.074077,,,,,,
train,9,239796,8168.0,0.075239,,,,,,
train,9,239896,8170.9,0.072926,,,,,,
train,9,239996,8173.7,0.075414,,,,,,
train,9,240096,8176.6,0.079356,,,,,,
train,9,240196,8179.4,0.075794,,,,,,
train,9,240296,8182.3,0.078150,,,,,,
train,9,240396,8185.2,0.084093,,,,,,
train,9,240496,8188.0,0.078809,,,,,,
train,9,240596,8190.9,0.072241,,,,,,
train,9,240696,8194.1,0.074176,,,,,,
train,9,240796,8196.9,0.073472,,,,,,
train,9,240896,8199.8,0.079431,,,,,,
train,9,240996,8202.6,0.075037,,,,,,
train,9,241096,8205.5,0.073443,,,,,,
train,9,241196,8208.3,0.077115,,,,,,
train,9,241296,8211.2,0.069906,,,,,,
train,9,241396,8214.1,0.078275,,,,,,
train,9,241496,8216.9,0.075495,,,,,,
train,9,241596,8219.8,0.074222,,,,,,
train,9,241696,8222.6,0.072008,,,,,,
train,9,241796,8225.5,0.077500,,,,,,
train,9,241896,8228.3,0.072975,,,,,,
train,9,241996,8231.2,0.070530,,,,,,
train,9,242096,8234.1,0.073007,,,,,,
train,9,242196,8236.9,0.079729,,,,,,
train,9,242296,8239.8,0.073482,,,,,,
train,9,242396,8242.6,0.077111,,,,,,
train,9,242496,8245.5,0.073848,,,,,,
train,9,242596,8248.4,0.075736,,,,,,
train,9,242696,8251.2,0.078818,,,,,,
train,9,242796,8254.1,0.076389,,,,,,
train,9,242896,8256.9,0.075687,,,,,,
train,9,242996,8259.8,0.076361,,,,,,
train,9,243096,8262.7,0.071159,,,,,,
train,9,243196,8265.5,0.066016,,,,,,
train,9,243296,8268.4,0.080640,,,,,,
train,9,243396,8271.2,0.072459,,,,,,
train,9,243496,8274.1,0.077405,,,,,,
train,9,243596,8276.9,0.070464,,,,,,
train,9,243696,8279.8,0.081869,,,,,,
train,9,243796,8282.7,0.082326,,,,,,
train,9,243896,8285.5,0.074243,,,,,,
train,9,243996,8288.4,0.080577,,,,,,
train,9,244096,8291.2,0.072293,,,,,,
train,9,244196,8294.1,0.070490,,,,,,
train,9,244296,8297.0,0.078627,,,,,,
train,9,244396,8299.8,0.073704,,,,,,
val,9,,8444.6,0.071397,0.004342,0.000039,0.011183,0.050440,35.3053,0.950374
train,10,244540,8448.6,0.073538,,,,,,
train,10,244640,8451.4,0.080286,,,,,,
train,10,244740,8454.3,0.073722,,,,,,
train,10,244840,8457.1,0.073505,,,,,,
train,10,244940,8460.0,0.075725,,,,,,
train,10,245040,8462.8,0.078577,,,,,,
train,10,245140,8465.7,0.070549,,,,,,
train,10,245240,8468.6,0.074553,,,,,,
train,10,245340,8471.4,0.073968,,,,,,
train,10,245440,8474.3,0.077043,,,,,,
train,10,245540,8477.1,0.075091,,,,,,
train,10,245640,8480.0,0.078053,,,,,,
train,10,245740,8482.8,0.075583,,,,,,
train,10,245840,8485.7,0.073366,,,,,,
train,10,245940,8488.5,0.075195,,,,,,
train,10,246040,8491.4,0.073421,,,,,,
train,10,246140,8494.3,0.072193,,,,,,
train,10,246240,8497.1,0.072526,,,,,,
train,10,246340,8500.0,0.075280,,,,,,
train,10,246440,8502.8,0.074457,,,,,,
train,10,246540,8505.7,0.073344,,,,,,
train,10,246640,8508.5,0.073914,,,,,,
train,10,246740,8511.4,0.078326,,,,,,
train,10,246840,8514.3,0.075002,,,,,,
train,10,246940,8517.1,0.072786,,,,,,
train,10,247040,8520.0,0.084298,,,,,,
train,10,247140,8522.8,0.072012,,,,,,
train,10,247240,8525.7,0.078664,,,,,,
train,10,247340,8528.5,0.073235,,,,,,
train,10,247440,8531.4,0.075782,,,,,,
train,10,247540,8534.2,0.077263,,,,,,
train,10,247640,8537.1,0.076192,,,,,,
train,10,247740,8540.1,0.072600,,,,,,
train,10,247840,8543.3,0.080956,,,,,,
train,10,247940,8546.2,0.078852,,,,,,
train,10,248040,8549.0,0.073389,,,,,,
train,10,248140,8551.9,0.071086,,,,,,
train,10,248240,8554.7,0.075163,,,,,,
train,10,248340,8557.6,0.073602,,,,,,
train,10,248440,8560.4,0.074846,,,,,,
train,10,248540,8563.3,0.072758,,,,,,
train,10,248640,8566.2,0.079067,,,,,,
train,10,248740,8569.0,0.074322,,,,,,
train,10,248840,8571.9,0.079199,,,,,,
train,10,248940,8574.7,0.077234,,,,,,
train,10,249040,8577.6,0.081305,,,,,,
train,10,249140,8580.5,0.080502,,,,,,
train,10,249240,8583.3,0.076661,,,,,,
train,10,249340,8586.2,0.074364,,,,,,
train,10,249440,8589.0,0.072123,,,,,,
train,10,249540,8591.9,0.079359,,,,,,
train,10,249640,8594.7,0.069644,,,,,,
train,10,249740,8597.6,0.070340,,,,,,
train,10,249840,8600.4,0.069661,,,,,,
train,10,249940,8603.3,0.076384,,,,,,
train,10,250040,8606.2,0.077306,,,,,,
train,10,250140,8609.0,0.072412,,,,,,
train,10,250240,8612.2,0.073566,,,,,,
train,10,250340,8615.0,0.076495,,,,,,
train,10,250440,8617.9,0.075449,,,,,,
train,10,250540,8620.7,0.077443,,,,,,
train,10,250640,8623.6,0.073142,,,,,,
train,10,250740,8626.4,0.074804,,,,,,
train,10,250840,8629.3,0.072655,,,,,,
train,10,250940,8632.1,0.077478,,,,,,
train,10,251040,8635.0,0.077499,,,,,,
train,10,251140,8637.8,0.078375,,,,,,
train,10,251240,8640.7,0.074258,,,,,,
train,10,251340,8643.6,0.075890,,,,,,
train,10,251440,8646.4,0.076987,,,,,,
train,10,251540,8649.3,0.074733,,,,,,
train,10,251640,8652.1,0.073815,,,,,,
train,10,251740,8655.0,0.069833,,,,,,
train,10,251840,8657.8,0.078097,,,,,,
train,10,251940,8660.7,0.081203,,,,,,
train,10,252040,8663.5,0.077690,,,,,,
train,10,252140,8666.4,0.076864,,,,,,
train,10,252240,8669.2,0.074893,,,,,,
train,10,252340,8672.1,0.077062,,,,,,
train,10,252440,8674.9,0.074461,,,,,,
train,10,252540,8677.8,0.076879,,,,,,
train,10,252640,8680.6,0.074432,,,,,,
train,10,252740,8683.5,0.078289,,,,,,
train,10,252840,8686.4,0.074644,,,,,,
train,10,252940,8689.2,0.077180,,,,,,
train,10,253040,8692.1,0.079510,,,,,,
train,10,253140,8694.9,0.070783,,,,,,
train,10,253240,8697.8,0.075565,,,,,,
train,10,253340,8700.6,0.077018,,,,,,
train,10,253440,8703.5,0.076907,,,,,,
train,10,253540,8706.4,0.074560,,,,,,
train,10,253640,8709.2,0.075272,,,,,,
train,10,253740,8712.1,0.066870,,,,,,
train,10,253840,8714.9,0.076361,,,,,,
train,10,253940,8717.8,0.073570,,,,,,
train,10,254040,8720.7,0.074385,,,,,,
train,10,254140,8723.5,0.073997,,,,,,
train,10,254240,8726.4,0.077091,,,,,,
train,10,254340,8729.2,0.076070,,,,,,
train,10,254440,8732.1,0.073819,,,,,,
train,10,254540,8734.9,0.078509,,,,,,
train,10,254640,8737.8,0.074829,,,,,,
train,10,254740,8740.7,0.072389,,,,,,
train,10,254840,8743.5,0.075150,,,,,,
train,10,254940,8746.4,0.072372,,,,,,
train,10,255040,8749.2,0.079360,,,,,,
train,10,255140,8752.1,0.082068,,,,,,
train,10,255240,8754.9,0.076151,,,,,,
train,10,255340,8757.8,0.075377,,,,,,
train,10,255440,8760.7,0.075304,,,,,,
train,10,255540,8763.5,0.072065,,,,,,
train,10,255640,8766.4,0.078284,,,,,,
train,10,255740,8769.2,0.078441,,,,,,
train,10,255840,8772.1,0.070076,,,,,,
train,10,255940,8774.9,0.077914,,,,,,
train,10,256040,8777.8,0.074812,,,,,,
train,10,256140,8780.6,0.078501,,,,,,
train,10,256240,8783.5,0.072271,,,,,,
train,10,256340,8786.3,0.075903,,,,,,
train,10,256440,8789.2,0.073088,,,,,,
train,10,256540,8792.0,0.073601,,,,,,
train,10,256640,8794.9,0.075092,,,,,,
train,10,256740,8797.8,0.070126,,,,,,
train,10,256840,8800.6,0.071558,,,,,,
train,10,256940,8803.5,0.072003,,,,,,
train,10,257040,8806.3,0.077402,,,,,,
train,10,257140,8809.2,0.073423,,,,,,
train,10,257240,8812.0,0.072607,,,,,,
train,10,257340,8814.9,0.073816,,,,,,
train,10,257440,8817.7,0.076145,,,,,,
train,10,257540,8820.6,0.074952,,,,,,
train,10,257640,8823.5,0.072591,,,,,,
train,10,257740,8826.3,0.077188,,,,,,
train,10,257840,8829.2,0.072041,,,,,,
train,10,257940,8832.0,0.076188,,,,,,
train,10,258040,8834.9,0.073850,,,,,,
train,10,258140,8837.7,0.080609,,,,,,
train,10,258240,8840.6,0.076226,,,,,,
train,10,258340,8843.4,0.078179,,,,,,
train,10,258440,8846.3,0.075294,,,,,,
train,10,258540,8849.1,0.081085,,,,,,
train,10,258640,8852.0,0.075886,,,,,,
train,10,258740,8854.8,0.074608,,,,,,
train,10,258840,8857.7,0.080378,,,,,,
train,10,258940,8860.5,0.074228,,,,,,
train,10,259040,8863.4,0.075491,,,,,,
train,10,259140,8866.2,0.072145,,,,,,
train,10,259240,8869.1,0.069542,,,,,,
train,10,259340,8871.9,0.072132,,,,,,
train,10,259440,8874.8,0.073776,,,,,,
train,10,259540,8877.7,0.073078,,,,,,
train,10,259640,8880.5,0.075974,,,,,,
train,10,259740,8883.4,0.076423,,,,,,
train,10,259840,8886.2,0.072387,,,,,,
train,10,259940,8889.1,0.072450,,,,,,
train,10,260040,8891.9,0.076243,,,,,,
train,10,260140,8894.8,0.069576,,,,,,
train,10,260240,8897.6,0.076620,,,,,,
train,10,260340,8900.5,0.075571,,,,,,
train,10,260440,8903.3,0.072230,,,,,,
train,10,260540,8906.2,0.074112,,,,,,
train,10,260640,8909.1,0.072278,,,,,,
train,10,260740,8911.9,0.072229,,,,,,
train,10,260840,8914.8,0.075494,,,,,,
train,10,260940,8917.6,0.070618,,,,,,
train,10,261040,8920.5,0.076106,,,,,,
train,10,261140,8923.3,0.071278,,,,,,
train,10,261240,8926.2,0.076100,,,,,,
train,10,261340,8929.0,0.073701,,,,,,
train,10,261440,8931.9,0.078438,,,,,,
train,10,261540,8934.8,0.069243,,,,,,
train,10,261640,8937.6,0.071494,,,,,,
train,10,261740,8940.5,0.076729,,,,,,
train,10,261840,8943.3,0.073713,,,,,,
train,10,261940,8946.2,0.072637,,,,,,
train,10,262040,8949.0,0.073448,,,,,,
train,10,262140,8952.2,0.077416,,,,,,
train,10,262240,8955.1,0.069587,,,,,,
train,10,262340,8957.9,0.074824,,,,,,
train,10,262440,8960.8,0.074824,,,,,,
train,10,262540,8963.7,0.073219,,,,,,
train,10,262640,8966.5,0.071893,,,,,,
train,10,262740,8969.4,0.068692,,,,,,
train,10,262840,8972.2,0.072491,,,,,,
train,10,262940,8975.1,0.080148,,,,,,
train,10,263040,8977.9,0.081231,,,,,,
train,10,263140,8980.8,0.077884,,,,,,
train,10,263240,8983.6,0.075085,,,,,,
train,10,263340,8986.5,0.080291,,,,,,
train,10,263440,8989.4,0.075398,,,,,,
train,10,263540,8992.2,0.070478,,,,,,
train,10,263640,8995.1,0.076431,,,,,,
train,10,263740,8997.9,0.076249,,,,,,
train,10,263840,9000.8,0.072069,,,,,,
train,10,263940,9003.6,0.082444,,,,,,
train,10,264040,9006.5,0.078008,,,,,,
train,10,264140,9009.3,0.079255,,,,,,
train,10,264240,9012.2,0.076485,,,,,,
train,10,264340,9015.1,0.075075,,,,,,
train,10,264440,9017.9,0.075717,,,,,,
train,10,264540,9020.8,nan,,,,,,
train,10,264640,9023.6,0.078056,,,,,,
train,10,264740,9026.5,0.071985,,,,,,
train,10,264840,9029.4,0.070757,,,,,,
train,10,264940,9032.2,0.072869,,,,,,
train,10,265040,9035.1,0.074372,,,,,,
train,10,265140,9037.9,0.070780,,,,,,
train,10,265240,9040.8,0.075111,,,,,,
train,10,265340,9043.6,0.076345,,,,,,
train,10,265440,9046.4,0.079145,,,,,,
train,10,265540,9049.3,0.073440,,,,,,
train,10,265640,9052.2,0.073429,,,,,,
train,10,265740,9055.0,0.071614,,,,,,
train,10,265840,9057.9,0.068973,,,,,,
train,10,265940,9060.7,0.069687,,,,,,
train,10,266040,9063.6,0.079749,,,,,,
train,10,266140,9066.4,0.073533,,,,,,
train,10,266240,9069.3,0.074447,,,,,,
train,10,266340,9072.1,0.067366,,,,,,
train,10,266440,9075.0,0.079263,,,,,,
train,10,266540,9077.8,0.074995,,,,,,
train,10,266640,9080.7,0.075383,,,,,,
train,10,266740,9083.5,0.074390,,,,,,
train,10,266840,9086.4,0.072127,,,,,,
train,10,266940,9089.2,0.074369,,,,,,
train,10,267040,9092.1,0.074283,,,,,,
train,10,267140,9094.9,0.072720,,,,,,
train,10,267240,9097.8,0.072398,,,,,,
train,10,267340,9100.6,0.075735,,,,,,
train,10,267440,9103.5,0.077016,,,,,,
train,10,267540,9106.3,0.071913,,,,,,
train,10,267640,9109.2,0.073143,,,,,,
train,10,267740,9112.0,0.084307,,,,,,
train,10,267840,9114.9,0.071854,,,,,,
train,10,267940,9117.8,0.075378,,,,,,
train,10,268040,9120.6,0.072447,,,,,,
train,10,268140,9123.5,0.078831,,,,,,
train,10,268240,9126.3,0.077063,,,,,,
train,10,268340,9129.2,0.066244,,,,,,
train,10,268440,9132.0,0.072055,,,,,,
train,10,268540,9134.9,0.074160,,,,,,
train,10,268640,9137.8,0.076860,,,,,,
train,10,268740,9140.6,0.075953,,,,,,
train,10,268840,9143.5,0.072718,,,,,,
val,10,,9288.1,0.070437,0.004315,0.000038,0.011153,0.050391,35.3210,0.950656
train,11,268984,9292.1,0.078904,,,,,,
train,11,269084,9294.9,0.073430,,,,,,
train,11,269184,9297.8,0.073367,,,,,,
train,11,269284,9300.6,0.069571,,,,,,
train,11,269384,9303.5,0.075437,,,,,,
train,11,269484,9306.3,0.074580,,,,,,
train,11,269584,9309.2,0.074130,,,,,,
train,11,269684,9312.0,0.072887,,,,,,
train,11,269784,9314.9,0.076446,,,,,,
train,11,269884,9317.7,0.074422,,,,,,
train,11,269984,9320.6,0.072355,,,,,,
train,11,270084,9323.4,0.078445,,,,,,
train,11,270184,9326.2,0.077234,,,,,,
train,11,270284,9329.1,0.077634,,,,,,
train,11,270384,9331.9,0.070758,,,,,,
train,11,270484,9334.8,0.071595,,,,,,
train,11,270584,9337.7,0.074788,,,,,,
train,11,270684,9340.5,0.070543,,,,,,
train,11,270784,9343.4,0.072878,,,,,,
train,11,270884,9346.2,0.076173,,,,,,
train,11,270984,9349.0,0.076321,,,,,,
train,11,271084,9351.9,0.070780,,,,,,
train,11,271184,9354.7,0.073905,,,,,,
train,11,271284,9357.6,0.071293,,,,,,
train,11,271384,9360.7,0.077825,,,,,,
train,11,271484,9363.7,0.080367,,,,,,
train,11,271584,9366.5,0.071094,,,,,,
train,11,271684,9369.4,0.073194,,,,,,
train,11,271784,9372.2,0.074572,,,,,,
train,11,271884,9375.1,0.078486,,,,,,
train,11,271984,9377.9,0.074134,,,,,,
train,11,272084,9380.7,0.071988,,,,,,
train,11,272184,9383.6,0.071191,,,,,,
train,11,272284,9386.4,0.072352,,,,,,
train,11,272384,9389.3,0.070889,,,,,,
train,11,272484,9392.1,0.072532,,,,,,
train,11,272584,9395.0,0.070589,,,,,,
train,11,272684,9397.8,0.075430,,,,,,
train,11,272784,9400.7,0.069759,,,,,,
train,11,272884,9403.5,0.075662,,,,,,
train,11,272984,9406.4,0.070888,,,,,,
train,11,273084,9409.2,0.075659,,,,,,
train,11,273184,9412.1,0.075049,,,,,,
train,11,273284,9414.9,0.077449,,,,,,
train,11,273384,9417.8,0.075756,,,,,,
train,11,273484,9420.6,0.072318,,,,,,
train,11,273584,9423.5,0.073104,,,,,,
train,11,273684,9426.3,0.073422,,,,,,
train,11,273784,9429.2,0.074526,,,,,,
train,11,273884,9432.0,0.072909,,,,,,
train,11,273984,9434.8,0.075009,,,,,,
train,11,274084,9437.7,0.067670,,,,,,
train,11,274184,9440.6,0.067813,,,,,,
train,11,274284,9443.4,0.074593,,,,,,
train,11,274384,9446.2,0.070895,,,,,,
train,11,274484,9449.1,0.075501,,,,,,
train,11,274584,9452.0,0.073038,,,,,,
train,11,274684,9454.8,0.074058,,,,,,
train,11,274784,9457.7,0.070613,,,,,,
train,11,274884,9460.5,0.078265,,,,,,
train,11,274984,9463.3,0.073833,,,,,,
train,11,275084,9466.2,0.070608,,,,,,
train,11,275184,9469.0,0.072438,,,,,,
train,11,275284,9471.9,0.075282,,,,,,
train,11,275384,9474.8,0.068378,,,,,,
train,11,275484,9477.6,0.076628,,,,,,
train,11,275584,9480.4,0.072911,,,,,,
train,11,275684,9483.3,0.076985,,,,,,
train,11,275784,9486.1,0.076579,,,,,,
train,11,275884,9489.0,0.073449,,,,,,
train,11,275984,9491.8,0.071527,,,,,,
train,11,276084,9494.7,0.073803,,,,,,
train,11,276184,9497.5,0.076577,,,,,,
train,11,276284,9500.4,0.075093,,,,,,
train,11,276384,9503.3,0.074538,,,,,,
train,11,276484,9506.1,0.072086,,,,,,
train,11,276584,9509.0,0.070639,,,,,,
train,11,276684,9511.8,0.074762,,,,,,
train,11,276784,9514.7,0.075254,,,,,,
train,11,276884,9517.5,0.076809,,,,,,
train,11,276984,9520.4,0.070542,,,,,,
train,11,277084,9523.2,0.079689,,,,,,
train,11,277184,9526.0,0.076466,,,,,,
train,11,277284,9528.9,0.072135,,,,,,
train,11,277384,9531.7,0.071745,,,,,,
train,11,277484,9534.6,0.074058,,,,,,
train,11,277584,9537.4,0.072894,,,,,,
train,11,277684,9540.3,0.078268,,,,,,
train,11,277784,9543.1,0.073549,,,,,,
train,11,277884,9546.0,0.077159,,,,,,
train,11,277984,9548.9,0.071768,,,,,,
train,11,278084,9551.7,0.074731,,,,,,
train,11,278184,9554.6,0.074409,,,,,,
train,11,278284,9557.4,0.082253,,,,,,
train,11,278384,9560.3,0.070965,,,,,,
train,11,278484,9563.1,0.077065,,,,,,
train,11,278584,9566.0,0.077140,,,,,,
train,11,278684,9568.8,0.075824,,,,,,
train,11,278784,9571.7,0.073560,,,,,,
train,11,278884,9574.6,0.072666,,,,,,
train,11,278984,9577.4,0.072635,,,,,,
train,11,279084,9580.3,0.078174,,,,,,
train,11,279184,9583.1,0.071464,,,,,,
train,11,279284,9586.0,0.071909,,,,,,
train,11,279384,9588.8,0.069161,,,,,,
train,11,279484,9591.7,0.072067,,,,,,
train,11,279584,9594.5,0.074843,,,,,,
train,11,279684,9597.4,0.076716,,,,,,
train,11,279784,9600.2,0.073013,,,,,,
train,11,279884,9603.1,0.073418,,,,,,
train,11,279984,9605.9,0.075586,,,,,,
train,11,280084,9608.8,0.076059,,,,,,
train,11,280184,9611.6,0.070289,,,,,,
train,11,280284,9614.5,0.073857,,,,,,
train,11,280384,9617.3,0.070465,,,,,,
train,11,280484,9620.4,0.079437,,,,,,
train,11,280584,9623.3,0.078170,,,,,,
train,11,280684,9626.1,0.073506,,,,,,
train,11,280784,9629.0,0.070954,,,,,,
train,11,280884,9631.8,0.076263,,,,,,
train,11,280984,9634.7,0.070225,,,,,,
train,11,281084,9637.5,0.074709,,,,,,
train,11,281184,9640.4,0.070513,,,,,,
train,11,281284,9643.2,0.070934,,,,,,
train,11,281384,9646.0,0.069806,,,,,,
train,11,281484,9648.9,0.074423,,,,,,
train,11,281584,9651.7,0.069601,,,,,,
train,11,281684,9654.6,0.076491,,,,,,
train,11,281784,9657.4,0.076414,,,,,,
train,11,281884,9660.3,0.070946,,,,,,
train,11,281984,9663.1,0.074440,,,,,,
train,11,282084,9666.0,0.071697,,,,,,
train,11,282184,9668.8,0.077115,,,,,,
train,11,282284,9671.7,0.070827,,,,,,
train,11,282384,9674.5,0.070597,,,,,,
train,11,282484,9677.4,0.075166,,,,,,
train,11,282584,9680.2,0.074347,,,,,,
train,11,282684,9683.0,0.080197,,,,,,
train,11,282784,9685.9,0.074407,,,,,,
train,11,282884,9688.7,0.070341,,,,,,
train,11,282984,9691.7,0.071940,,,,,,
train,11,283084,9694.7,0.075208,,,,,,
train,11,283184,9697.5,0.078318,,,,,,
train,11,283284,9700.4,0.075688,,,,,,
train,11,283384,9703.2,0.069206,,,,,,
train,11,283484,9706.1,0.073326,,,,,,
train,11,283584,9708.9,0.077344,,,,,,
train,11,283684,9711.8,0.070451,,,,,,
train,11,283784,9714.6,0.077022,,,,,,
train,11,283884,9717.5,0.079424,,,,,,
train,11,283984,9720.3,0.073556,,,,,,
train,11,284084,9723.2,0.072917,,,,,,
train,11,284184,9726.0,0.069426,,,,,,
train,11,284284,9728.8,0.077055,,,,,,
train,11,284384,9731.7,0.075540,,,,,,
train,11,284484,9734.5,0.074778,,,,,,
train,11,284584,9737.4,0.072957,,,,,,
train,11,284684,9740.2,0.071456,,,,,,
train,11,284784,9743.1,nan,,,,,,
train,11,284884,9745.9,0.072625,,,,,,
train,11,284984,9748.8,0.077642,,,,,,
train,11,285084,9751.6,0.067816,,,,,,
train,11,285184,9754.5,0.067002,,,,,,
train,11,285284,9757.3,0.071376,,,,,,
train,11,285384,9760.2,0.073555,,,,,,
train,11,285484,9763.0,0.078864,,,,,,
train,11,285584,9765.9,0.074305,,,,,,
train,11,285684,9768.7,0.072116,,,,,,
train,11,285784,9771.6,0.071701,,,,,,
train,11,285884,9774.4,0.072158,,,,,,
train,11,285984,9777.3,0.078386,,,,,,
train,11,286084,9780.1,0.075598,,,,,,
train,11,286184,9783.0,0.070124,,,,,,
train,11,286284,9785.8,0.074154,,,,,,
train,11,286384,9788.7,0.079038,,,,,,
train,11,286484,9791.5,0.071470,,,,,,
train,11,286584,9794.4,0.071064,,,,,,
train,11,286684,9797.2,0.070278,,,,,,
train,11,286784,9800.1,0.072495,,,,,,
train,11,286884,9802.9,0.074114,,,,,,
train,11,286984,9805.8,0.067391,,,,,,
train,11,287084,9808.6,0.076388,,,,,,
train,11,287184,9811.5,0.074634,,,,,,
train,11,287284,9814.3,0.076585,,,,,,
train,11,287384,9817.2,0.072286,,,,,,
train,11,287484,9820.0,0.070454,,,,,,
train,11,287584,9822.9,0.069061,,,,,,
train,11,287684,9825.7,0.075174,,,,,,
train,11,287784,9828.6,0.072438,,,,,,
train,11,287884,9831.4,0.075260,,,,,,
train,11,287984,9834.3,0.070300,,,,,,
train,11,288084,9837.1,0.074917,,,,,,
train,11,288184,9840.0,0.079590,,,,,,
train,11,288284,9842.9,0.072810,,,,,,
train,11,288384,9845.8,0.072895,,,,,,
train,11,288484,9848.6,0.071002,,,,,,
train,11,288584,9851.5,0.074251,,,,,,
train,11,288684,9854.3,0.075008,,,,,,
train,11,288784,9857.2,0.072535,,,,,,
train,11,288884,9860.0,0.077562,,,,,,
train,11,288984,9862.9,0.077124,,,,,,
train,11,289084,9865.7,0.075552,,,,,,
train,11,289184,9868.6,0.072141,,,,,,
train,11,289284,9871.4,0.074524,,,,,,
train,11,289384,9874.3,0.068330,,,,,,
train,11,289484,9877.1,0.077508,,,,,,
train,11,289584,9880.0,0.074256,,,,,,
train,11,289684,9882.8,0.073052,,,,,,
train,11,289784,9885.7,0.069076,,,,,,
train,11,289884,9888.5,0.078546,,,,,,
train,11,289984,9891.3,0.081104,,,,,,
train,11,290084,9894.2,0.079891,,,,,,
train,11,290184,9897.0,0.075484,,,,,,
train,11,290284,9899.9,0.075719,,,,,,
train,11,290384,9902.7,0.075414,,,,,,
train,11,290484,9905.6,0.073927,,,,,,
train,11,290584,9908.4,0.076060,,,,,,
train,11,290684,9911.3,0.073854,,,,,,
train,11,290784,9914.1,0.074437,,,,,,
train,11,290884,9917.0,0.076293,,,,,,
train,11,290984,9919.8,0.074330,,,,,,
train,11,291084,9922.7,0.071968,,,,,,
train,11,291184,9925.5,0.072504,,,,,,
train,11,291284,9928.4,0.073246,,,,,,
train,11,291384,9931.2,0.068710,,,,,,
train,11,291484,9934.1,0.074167,,,,,,
train,11,291584,9936.9,0.070990,,,,,,
train,11,291684,9939.8,0.069445,,,,,,
train,11,291784,9942.6,0.076927,,,,,,
train,11,291884,9945.5,0.073118,,,,,,
train,11,291984,9948.3,0.077329,,,,,,
train,11,292084,9951.2,0.075187,,,,,,
train,11,292184,9954.0,0.068348,,,,,,
train,11,292284,9956.9,0.077678,,,,,,
train,11,292384,9959.7,0.076295,,,,,,
train,11,292484,9962.6,0.072416,,,,,,
train,11,292584,9965.4,0.071470,,,,,,
train,11,292684,9968.3,0.071702,,,,,,
train,11,292784,9971.1,0.069716,,,,,,
train,11,292884,9974.0,0.075572,,,,,,
train,11,292984,9976.8,0.073073,,,,,,
train,11,293084,9979.7,0.075101,,,,,,
train,11,293184,9982.5,0.067620,,,,,,
train,11,293284,9985.4,0.070170,,,,,,
val,11,,10130.1,0.070068,0.004294,0.000038,0.011085,0.050282,35.3739,0.950911
train,12,293428,10134.1,0.073907,,,,,,
train,12,293528,10137.0,0.072965,,,,,,
train,12,293628,10139.9,0.076743,,,,,,
train,12,293728,10142.7,0.070640,,,,,,
train,12,293828,10145.6,0.076113,,,,,,
train,12,293928,10148.4,0.074176,,,,,,
train,12,294028,10151.3,0.077647,,,,,,
train,12,294128,10154.2,0.070460,,,,,,
train,12,294228,10157.0,0.070984,,,,,,
train,12,294328,10159.9,0.075224,,,,,,
train,12,294428,10162.7,0.070990,,,,,,
train,12,294528,10165.6,0.075769,,,,,,
train,12,294628,10168.5,0.069837,,,,,,
train,12,294728,10171.3,0.078083,,,,,,
train,12,294828,10174.2,0.074199,,,,,,
train,12,294928,10177.0,0.075895,,,,,,
train,12,295028,10179.9,0.069965,,,,,,
train,12,295128,10182.7,0.071850,,,,,,
train,12,295228,10185.6,0.067012,,,,,,
train,12,295328,10188.5,0.076094,,,,,,
train,12,295428,10191.4,0.072203,,,,,,
train,12,295528,10194.2,0.069966,,,,,,
train,12,295628,10197.1,0.073360,,,,,,
train,12,295728,10200.0,0.073014,,,,,,
train,12,295828,10202.8,0.070125,,,,,,
train,12,295928,10205.7,0.077423,,,,,,
train,12,296028,10208.5,0.079741,,,,,,
train,12,296128,10211.4,0.069013,,,,,,
train,12,296228,10214.3,0.075354,,,,,,
train,12,296328,10217.1,0.071435,,,,,,
