phase,epoch,step,elapsed_s,loss,l_cycle,l_constr,l_reg,mae,sam,psnr,ssim
val,11,,8019.85,1.1566706703275151,0.05857358357915803,1.0979680496174773,0.12903600645117982,0.016189212896275486,0.06744862197866398,32.1992943012015,0.918971627660473
train,12,,7825.07,1.1520101031939374,0.060135867980471144,1.0917450735865202,0.12916139120564996,0.017824034164568903,0.06550864447076236,31.44704740034275,0.9132926907517169
val,12,,8019.94,1.1060862149508277,0.05770361519360511,1.0482569581435557,0.12564061762911824,0.015977170584479033,0.06346306854321128,32.33097553276585,0.9211156342259972
train,13,,7825.16,1.1051168555796476,0.059576449388459844,1.0454141492496094,0.12625619251219242,0.017246139990851384,0.0631069537731262,31.75143998717374,0.9152861383979599
val,13,,8020.02,1.0567118140935372,0.06198410467185167,0.9946037737401024,0.12393573190135658,0.019043810545505628,0.05932113875297144,30.79491814224022,0.9107208045402376
train,14,,7824.68,1.052241081323671,0.058875091477430835,0.9932470878335256,0.11890292735073953,0.016346489732739822,0.059599078211316645,32.17761396480779,0.920110761122125
val,14,,8019.53,1.0996133794800933,0.06137145544442615,1.0381283036777387,0.1136243833088268,0.019033561698972287,0.06480400989202634,30.311402073566676,0.8910042440166509
train,15,,7824.58,1.0188825092483544,0.05888497069801031,0.9598867842753612,0.11075432880182477,0.016147565324908648,0.05884301680274869,32.30039765732837,0.9218395661832567
val,15,,8019.44,0.9723098095149477,0.058520576972494576,0.9136822247512991,0.10700819901125237,0.015648819567133758,0.054685765840939246,32.54819797297057,0.925682614794067
train,16,,7824.97,0.9839734057891775,0.05875662012160657,0.925109637409648,0.10714928092961225,0.016327433863772334,0.058053429102200495,32.14795054756766,0.9223054493534936
val,16,,8019.46,0.9679485338232285,0.05844507736356839,0.9093986466428221,0.10481041891759608,0.0159439671099998,0.05946121656276983,32.35976090309087,0.9204982491739739
train,17,,7824.83,0.9616558509473715,0.05867365593400101,0.9028769637094114,0.1052315183458614,0.016362069050272276,0.05788564449027159,32.062351377751895,0.9221238244800746
val,17,,8019.53,0.9573247142854879,0.05705882095744826,0.9001611722109703,0.1047199091011174,0.015058230490428844,0.05723401660854225,32.93383402660917,0.9252919185260111
train,18,,7824.79,0.9284767181695739,0.0581606849930489,0.8702163891820738,0.09964419715485845,0.015902209750319467,0.05632041944670476,32.32044923336727,0.9232900818576291
val,18,,8019.43,0.9394883261053898,0.05711172172636167,0.8822794660697855,0.09713728445530348,0.015072460752323474,0.05897221504171452,32.89217028935074,0.9217349785252724
train,19,,7823.68,0.9035938653638622,0.05783758162238205,0.8456594467527269,0.09683704141561014,0.015809397061147035,0.056762435006079096,32.33690470472685,0.9218136996316951
val,19,,8018.58,0.8472180028231344,0.05677534399753643,0.7903445201266973,0.09813947805115326,0.014514809113738727,0.05296131104771034,32.99278113818795,0.9273739804096673
train,20,,7823.99,0.8788110739552839,0.05844487808753159,0.8202684354671115,0.09775966392536825,0.016442504955457286,0.0571257770104848,31.954586899207712,0.9163886768061095
val,20,,8018.66,0.8291174983560781,0.06056984374326318,0.768451519556165,0.09613612741256304,0.01882128552743636,0.051635073439517065,30.81124203872899,0.9062285423230036
train,21,,7823.64,0.8540222096796954,0.05798719982636384,0.7959385285777757,0.09648132039917427,0.016241301369065066,0.05742492815406475,32.07146128381724,0.9167673854780016
val,21,,8018.17,0.8099015571073974,0.05964185951647826,0.7501626016660365,0.0970957043586274,0.01796781348238141,0.05584037742540076,31.61412314441588,0.9020802818239345
train,22,,7823.64,0.8312684755738752,0.05824908355870391,0.7729249934852557,0.09439817775590391,0.016462230388452303,0.057169012728062935,31.960490133237244,0.9170022431261359
val,22,,8018.29,0.8205735914719474,0.06177815496641099,0.7587025257005949,0.09290975843698808,0.01914964684899983,0.05285610179690037,30.349978297990294,0.9058451593658673
train,23,,7823.69,0.814813459070401,0.058517097055712584,0.7562058975539098,0.09046478742277826,0.016535154037239343,0.05722831492088703,31.885974443961203,0.9165366392150187
val,23,,8018.06,0.7512151738126542,0.057696562524674304,0.6934281263850088,0.09048537230647222,0.01586805150691972,0.05523197587450547,32.16680529199326,0.921460392529558
train,24,,7823.13,0.7852879811640843,0.058641543055854464,0.7265575447330858,0.08889265020277946,0.016668098299919363,0.057390857156250134,31.858864373303376,0.9161036927269266
val,24,,8017.47,0.7484175789015801,0.057894314793588954,0.6904330218485009,0.09024256262304876,0.016042912384089263,0.055453484422684926,32.35873836663729,0.9244242052518447
